rg5425	2012	6	29	0	1	0
rg5425	2012	6	29	0	6	11
rg5425	2012	6	29	0	11	12
rg5425	2012	6	29	0	16	13
rg5425	2012	6	29	0	21	14
rg5425	2012	6	29	0	26	15
rg5425	2012	6	29	0	31	16
rg5425	2012	6	29	0	36	17
rg5425	2012	6	29	0	41	18
rg5425	2012	6	29	0	46	19
rg5425	2012	6	29	0	51	20
rg5425	2012	6	29	0	56	21
rg5425	2012	6	29	1	1	22
rg5425	2012	6	29	1	6	23
rg5425	2012	6	29	1	11	24
rg5425	2012	6	29	1	16	25
rg5425	2012	6	29	1	21	26
rg5425	2012	6	29	1	26	27
rg5425	2012	6	29	1	31	28
rg5425	2012	6	29	1	36	29
rg5425	2012	6	29	1	41	30
rg5425	2012	6	29	1	46	31
rg5425	2012	6	29	1	51	32
rg5425	2012	6	29	1	56	33
rg5425	2012	6	29	2	1	34
rg5425	2012	6	29	2	6	33
rg5425	2012	6	29	2	11	32
rg5425	2012	6	29	2	16	31
rg5425	2012	6	29	2	21	30
rg5425	2012	6	29	2	26	29
rg5425	2012	6	29	2	31	28
rg5425	2012	6	29	2	36	27
rg5425	2012	6	29	2	41	26
rg5425	2012	6	29	2	46	25
rg5425	2012	6	29	2	51	24
rg5425	2012	6	29	2	56	23
rg5425	2012	6	29	3	1	22
rg5425	2012	6	29	3	6	21
rg5425	2012	6	29	3	11	20
rg5425	2012	6	29	3	16	19
rg5425	2012	6	29	3	21	18
rg5425	2012	6	29	3	26	17
rg5425	2012	6	29	3	31	16
rg5425	2012	6	29	3	36	15
rg5425	2012	6	29	3	41	14
rg5425	2012	6	29	3	46	13
rg5425	2012	6	29	3	51	12
rg5425	2012	6	29	3	56	11
rg5425	2012	6	29	4	1	0
